[00:00] 說話者: 你們現在一周開兩天的情況下,大概外帶的人流有多少?一天大概有幾個?
[02:17] 說話者: 我們現在有用嗎?
[02:18] 說話者: 有啊,有。
[02:19] 說話者: 因為現在用的人多,你沒有用很麻煩。
[02:21] 說話者: 對啊,對啊,它就比較不方便。
[02:23] 說話者: 對,那如果說以我們現階段是還不開發票,之後要開發票,也不會再多收費用。但會跑一個授權的動作,是有你們填寫文件送給國稅局,要填這個文件,到時候你們確定開發票的時候跟我說,我會把這個文件的填寫給你們,那你們就填一填送國稅局就授權了。
[02:40] 說話者: 對,就一樣是在這個月費之內。
[02:42] 說話者: 嗯。
[02:43] 說話者: 好,這是軟體,我們叫說三個費用,第一個是軟體,第二個是硬體,第三個是線上點餐。
[02:48] 說話者: 那硬體的部分呢,按錯了。
[02:51] 說話者: 等一下哦。
[02:54] 說話者: 你要喝加奶咖啡嗎?沒吃飯。
[02:56] 說話者: 欸沒關係沒關係,我怕等下血糖太高,謝謝你。我早上有喝咖啡。
[03:00] 說話者: 我自己泡的。
[03:03] 說話者: 而且我是買附的義式。
[03:06] 說話者: 嗯。
[03:06] 說話者: 對啊,覺得還不錯。
[03:08] 說話者: 那是其他有點什麼味道。
[03:11] 說話者: 你下次可以試。
[03:12] 說話者: 很淺啊。
[03:12] 說話者: 你下次可以試。
[03:14] 說話者: 好。
[03:15] 說話者: 硬體的。
[03:15] 說話者: 硬體,對,然後我們會需要一台,看需不需要貼紙機,如果還不需要的話,最少最少要一台。
[03:21] 說話者: 應該要吧。
[03:21] 說話者: 要貼紙機。
[03:22] 說話者: 好,那就是要出單機加貼紙機這兩台。
[03:25] 說話者: 那錢櫃看需不需要。
[03:26] 說話者: 出單機是沒有貼紙,沒有背膠貼紙。
[03:29] 說話者: 沒有沒有沒有。
[03:30] 說話者: 這個。
[03:30] 說話者: 這個才有。
[03:31] 說話者: 出單機我們不一定要,是開發票才需要。
[03:34] 說話者: 哦,因為我們有貼紙機就等於出單了。
[03:36] 說話者: 是吧?
[03:37] 說話者: 對啊。
[03:37] 說話者: 可是你們如果還是少量的來一兩個,一兩個,一兩杯的話你們好記,如果定十杯的時候,你們需要對總數嗎?
[03:47] 說話者: 就例如說他線上點餐下了十杯,你要確定說這單總共有十杯。
[03:51] 說話者: 對。
[03:52] 說話者: 就是得看。
[03:52] 說話者: 他不會。
[03:53] 說話者: 有啦,貼紙上面。
[03:53] 說話者: 1分之一,1分之二那個嗎?
[03:55] 說話者: 貼紙會有。
[03:56] 說話者: 貼紙會長這樣,等一下哦。
[03:58] 說話者: 就跟我們貼紙應該一樣吧。
[04:00] 說話者: 好像很像。
[04:01] 說話者: 貼紙是長這樣。
[04:02] 說話者: 它右上角會總數。
[04:04] 說話者: 對。
[04:04] 說話者: 就是比如說總共有十杯。
[04:06] 說話者: 對,它會寫十,那你就。
[04:07] 說話者: 這一單有十杯。
[04:08] 說話者: 對對對對對。
[04:09] 說話者: 然後右下角那是總金額還是單杯金額?
[04:11] 說話者: 單杯金額。
[04:12] 說話者: 哦,OK。
[04:13] 說話者: OK。
[04:14] 說話者: 沒關係,看。
[04:16] 說話者: 好,對,然後就是。
[04:18] 說話者: 它應該也有1分之一,1分之二。
[04:20] 說話者: 1分之一。
[04:21] 說話者: 貼紙沒有。
[04:22] 說話者: 它直接告訴你有十杯而已。
[04:24] 說話者: 總共幾杯。
[04:24] 說話者: 對對對。
[04:25] 說話者: 總共兩杯。
[04:26] 說話者: 然後單號就前面那個068就是它單號。
[04:28] 說話者: 這個。
[04:28] 說話者: 所以我們就看同一個單號,它寫二,那我就會拿。
[04:32] 說話者: 找到兩個同一個單號的兩杯。
[04:33] 說話者: 068是今天的流水號第68號,後面這五碼是它線上點餐的亂碼。
[04:40] 說話者: 那但是它它會告訴我同筆的某有,如果例如說這這有兩兩杯嘛,那這裡面會不會這兩杯有一個號碼是一樣的?
[04:49] 說話者: 對。
[04:50] 說話者: 沒有,這兩杯的號碼會長一模一樣。
[04:52] 說話者: 哦,一模一樣。
[04:53] 說話者: 這個就是它的單號,訂單編號的概念。
[04:56] 說話者: 哦,OK,OK。
[04:57] 說話者: 所以就是這兩杯這裡都一模一樣。
[04:59] 說話者: 對對對對對。
[05:00] 說話者: 寫的不一樣,這裡都不一樣。
[05:01] 說話者: 對對對對對對對。
[05:03] 說話者: 那我問一下。
[05:04] 說話者: 欸請說。
[05:05] 說話者: 我們能不能一開始只有貼紙機,我們發現要出單機再加購。
[05:07] 說話者: 當然可以啊。
[05:09] 說話者: 再買就可以了。
[05:10] 說話者: 然後會比較貴嗎?
[05:11] 說話者: 不會啊。
[05:11] 說話者: 那就可以了。
[05:12] 說話者: 就可以了。
[05:13] 說話者: 然後。
[05:14] 說話者: 反正你們買回來以後就是插電,然後插網網路線孔就不用了。
[05:20] 說話者: 好好好。
[05:21] 說話者: 好。
[05:22] 說話者: 反正你到時候會教我們嗎?
[05:23] 說話者: 對。
[05:24] 說話者: 然後,如果你們是外送。
[05:26] 說話者: 要記得。
[05:27] 說話者: 外送。
[05:28] 說話者: 我要不要。
[05:29] 說話者: 我要不要。
[05:30] 說話者: 我要不要。
[05:31] 說話者: 我要不要。
[05:31] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:32] 說話者: 我要不要。
[05:3

[09:58] 說話者: 因為我們,我們公司之前有過Line,是我member的。
[10:01] 說話者: 對啊。
[10:02] 說話者: 我沒有那麼多。
[10:03] 說話者: 沒關係。
[10:04] 說話者: 應該沒那麼多。
[10:05] 說話者: 對。
[10:06] 業務: 好,誒,剛剛講到哪?硬體的費用,所以其實只會要一台貼紙機,不需要。
[10:10] 說話者: 出。
[10:11] 說話者: 出。
[10:11] 說話者: 這個嘛,然後這個對不對?
[10:13] 說話者: 這個,這個不用吧。
[10:15] 說話者: 前箱,那前箱這個。
[10:16] 業務: 前箱要漂亮的。
[10:17] 說話者: 前箱。
[10:18] 說話者: 白色。
[10:18] 說話者: 白色。
[10:19] 說話者: 為什麼白色比黑色貴500塊?
[10:21] 說話者: 對啊,為什麼?
[10:22] 說話者: 因為白色比較漂亮。
[10:23] 說話者: 哦,白色比較小,白色比較小。
[10:26] 說話者: 它長得一樣嗎?
[10:27] 說話者: 長一樣。
[10:28] 業務: 長了一樣,但是白色比較小。
[10:30] 說話者: 白色啦。
[10:31] 說話者: 對啊,白色啦,我們比較適合白色。
[10:34] 業務: 那你的出單機,你的貼紙機是黑色哦?
[10:36] 說話者: 蛤,你沒有白色。
[10:37] 業務: 貼紙機藏在底下。
[10:38] 說話者: 沒有,它應該會出現吧。
[10:39] 說話者: 藏在底下。
[10:40] 說話者: 是嗎?通常是不是都在外面?
[10:42] 業務: 有些會把,通常蠻多咖啡廳為了讓桌面保持整潔,它的錢櫃跟出單機,貼紙機都會在下面。
[10:50] 業務: 看你們習慣啦。
[10:51] 業務: 對,因為你們還會需要打開它換紙捲,如果那個空間不夠的話,要說一下。
[10:58] 說話者: 哦,想一下。所以你這個就是沒白色。
[11:00] 說話者: 對。
[11:01] 說話者: 趕快跟公司反應一下。
[11:02] 業務: 然後我再補充一件事哦,因為這叫電子錢櫃的原因是出單機會傳落電給它,所以你今天按結賬的時候,它會自動彈開,但是貼紙機沒有這個連動的功能。
[11:13] 說話者: 所以。
[11:14] 業務: 你要手開。
[11:15] 說話者: 手開什麼?
[11:16] 業務: 手開錢櫃。
[11:19] 業務: 用鑰匙開。
[11:21] 說話者: 哦。
[11:21] 說話者: 可是說如果我用這一個,我這個就要。
[11:23] 說話者: 才可以連動。
[11:25] 說話者: 就是我用這一個。
[11:26] 說話者: 才可以連動。
[11:27] 說話者: 這個沒有。
[11:28] 說話者: 要有這個才有連動,因為它的電是進到出單再進到錢櫃。
[11:31] 業務: 對對對,它是傳落電給它。
[11:33] 說話者: 好像不行。
[11:34] 說話者: 那不然就買啊。
[11:35] 說話者: 買啊。
[11:36] 說話者: 對啊,就買啊。
[11:36] 說話者: 因為不然的話你不,總不能一直這邊開吧,你。
[11:39] 說話者: 對啊。
[11:40] 說話者: 那那就買啊,因為反正最後你還是得買。
[11:42] 說話者: 好啦好啦,那就買吧,白色。
[11:44] 說話者: 那就是這個白色,這個白色。
[11:47] 說話者: 跟公司反應一下。
[11:48] 業務: 好好,我跟她反應一下。
[11:50] 說話者: 真的?
[11:50] 業務: 這好像真的市面上沒有白色這一個,這個款式。
[11:54] 說話者: 我自己把它弄白啊。
[11:55] 業務: 誒,好,這個白這個白,然後這個就,就沒有。
[12:00] 業務: 不管機要。
[12:03] 說話者: 那你有打折嗎?
[12:04] 業務: 沒有,我們沒有,我們全年到尾沒在打折。
[12:08] 業務: 對啊。
[12:09] 說話者: 好吧。
[12:10] 說話者: 他們這樣管理才方便。
[12:11] 說話者: OK,OK。
[12:12] 說話者: 然後我們要支架吧。
[12:13] 業務: 你不要買這個,這個。
[12:15] 說話者: 我們自己是找。
[12:16] 說話者: 我們自己弄。
[12:17] 業務: 對啊,這個很。
[12:19] 說話者: 你說淘寶上就有是嗎?
[12:21] 說話者: 假設我現在先跟你簽,然後你去弄這有的沒的,然後我公司名稱在同時登記,那這是不是要我用公司名稱,我還是沒差嘛,因為我們跟你這個是才開。
[12:32] 業務: 對,單簽約要付錢啊。
[12:34] 業務: 我我我提外話補充一件事,如果你們會有要抵稅的情況下,建議都是直接把這個開統編啊。
[12:41] 業務: 哦。對啊,你們才有抵稅,這是你們的鏡像。
[12:44] 說話者: 對耶。
[12:45] 業務: 對啊,不要浪費。
[12:46] 說話者: 但其實你免開統一發票沒有抵稅問題啦。
[12:49] 業務: 你你免開,哦是嗎?
[12:51] 說話者: 現在是沒有抵稅。
[12:52] 業務: 哦對哦。
[12:52] 說話者: 你就不會有。
[12:53] 說話者: 你開是扣底稅額啊。
[12:55] 說話者: 哦,所以沒差,所以初期其實沒差。
[12:57] 說話者: 初期沒差。
[12:58] 說話者: 那我問一下。
[12:59] 說話者: 等到你開發票才差,而且你開發票會計師通常會幫你做同業稅。
[13:04] 說話者: 他不會幫你做就是。
[13:07] 說話者: 累積要去算那個。
[13:08] 說話者: 沒有啦,一般的會計師他根本沒有在跟你算這個,他都是用額定稅率,就是你這個行業,假設這個行業平均是8%,我就是用8%幫你報稅,你就是要繳8%的稅。
[13:19] 說話者: 哦。
[13:20] 說話者: 除非你去跟他argue。
[13:21] 說話者: 逐筆算。
[13:22] 說話者: 沒有沒有逐筆。
[13:23] 說話者: 除非你去跟他argue說我不要,我我要,我要逐筆算,逐筆算的會計師的費用不一樣。
[13:28] 說話者: 哦,會。
[13:29] 說話者: 哦,OK。
[13:31] 說話者: 我想想。
[13:32] 說話者: 所以這,這個我們要自己去衡量,你怎麼報稅比較划算。
[13:35] 業務: 對,對。
[13:36] 說話者: 所以意思是說,我們其實在我們營業很大之後才會煩惱這個。
[13:41] 說話者: 你才需要煩惱這個。
[13:42] 說話者: 否則我們現在其實就分開簽也沒差,對不對?
[13:45] 業務: 也可以,對,他比較專業,這個這個我就不清楚了。
[13:48] 說話者: 對。
[13:49] 說話者: 因為因為通常會計師一般申報都是用核定稅率。
[13:53] 說話者: 就同業稅率。
[13:54] 說話者: OK。
[13:55] 說話者: 誒,那我,那我問一下,你這個我們簽約,然後付錢跟你裝,這個中間的delay要多久?
[14:01] 業務: 非常快。
[14:03] 業務: 今天。
[14:04] 業務: 我們硬體最快到貨是兩個工作天。
[14:06] 說話者: OK。
[14:07] 業務: 所以其實到貨後我們就可以約教學,那差異會是在。
[14:10] 說話者: 我們要用的到。
[14:12] 業務: 呃,就等我們要開始用,你才需要簽約吧。
[14:15] 說話者: 哦。
[14:15] 業務: 另外就是。
[

[19:56] 說話者1: 你可以依照你到時候店裡的配色什麼,你自己去調公版。
[19:59] 說話者2: 我們可以調。
[20:00] 說話者1: 可以可以可以。
[20:01] 說話者2: 說要找人調。
[20:02] 說話者1: 找人調,或者是你自己去載一些圖片去Canva做一下什麼就可以丟了,然後案例。
[20:07] 說話者2: 但是這個規格,這個欄高啊。
[20:10] 說話者1: 沒有限制。
[20:10] 說話者2: 沒有。
[20:11] 說話者1: 對,它其實是有一個公版的規定給你看限制,等我一下,我抓一個我客人的給你看。
[20:18] 說話者3: 然後你們iChef的會員跟LINE的會員是可以bundle在一起的。
[20:24] 說話者1: 其實沒有。
[20:25] 說話者3: 它是分開來的。
[20:26] 說話者1: 我的,我建議一律你都當你的客人加你,不需要去加iChef,他今天只要加你官方LINE,要點iChef的點餐網站,他一定要再加一次iChef的會員。但如果說他在任何全台的地方有登錄過iChef的話,他其實可以直接登入。
[20:44] 說話者3: 就直接就。
[20:45] 說話者1: 同一趟賬密可以進去。
[20:46] 說話者3: OK,那我我想要知道是,那我在後台是可以去拿這些他的歷史資料做分析的。
[20:53] 說話者1: 對。
[20:54] 說話者3: 消費者。在iChef上面。
[20:55] 說話者1: 對。
[20:56] 說話者3: 對。
[20:56] 說話者1: 就是你會給一個後端平台啊。
[20:59] 說話者1: 對。
[21:00] 說話者1: 這裡就是,這是實際的客人,然後他的選單,因為他的主題色是長這樣。
[21:06] 說話者1: 就是藍白紅啊。
[21:09] 說話者1: 長這樣。
[21:10] 說話者1: 我點開嗎?點不開。
[21:12] 說話者2: N島家。
[21:13] 說話者1: 對對對對,他主題色是藍白紅,所以他自己再做這個頁面他就做了。對對,然後不一定要長這樣,這樣是我們給的方式讓你直接去丟那個串接的。那如果你想要換一個配置,都可以依照你想要的配置下去配。
[21:27] 說話者2: 這個都是在後端平台可以設定的,你會教我們嗎?對不對?
[21:31] 說話者1: 我們會給你圖文教學。
[21:32] 說話者2: 對對對對。
[21:33] 說話者2: 那有問題還是可以請教你。
[21:34] 說話者1: 可以。
[21:35] 說話者3: LINE問他。
[21:36] 說話者1: 對。
[21:37] 說話者2: OK,OK。
[21:38] 說話者3: LINE就煩他。
[21:39] 說話者1: 煩我可以,但我回話速度沒那麼快,因為大部分都在開車跟教學。但是我們的客服都是在的,他只休除夕初一初二,每天早上9點半到晚上10點半都在。所以如果你覺得我回得太慢,問他們也可以,不嫌我慢,等我,我會回。
[21:54] 說話者2: 好,沒問題。
[21:55] 說話者1: 對不對?
[21:56] 說話者1: 對對對。
[21:57] 說話者1: 好。
[21:58] 說話者1: 對,然後就是。
[21:59] 說話者3: 好。
[22:00] 說話者2: 好,可以。
[22:00] 說話者3: 這個是。
[22:01] 說話者1: 謝謝。
[22:01] 說話者3: 他們的。
[22:02] 說話者1: 對對對。
[22:03] 說話者3: 這樣這樣。
[22:03] 說話者1: 點進來就是照片其實也是你們自己放,跟那個排序是你決定的,然後就可以是兩種形式,如果你是你主要以照片呈現,那如果說沒有我其實敘述比照片還重要,那我其實照片就可以做。
[22:16] 說話者2: 就是那個我們選還是客人選?
[22:19] 說話者1: 你,你會有一個預設的。
[22:21] 說話者2: 然後客人可以自己選。
[22:23] 說話者1: 對,但通常客人應該沒那麼。
[22:24] 說話者3: 他。
[22:25] 說話者3: 他。
[22:26] 說話者3: 他們點就好了。
[22:27] 說話者1: 對對對,所以你會依照你自己的喜好先設一版你喜歡看的,然後我們的顏色有九個主題色,這是其中一般就是。
[22:36] 說話者3: 那就跟大陸的一樣,在左邊點。
[22:38] 說話者1: 前中深中。
[22:40] 說話者3: 對,那個。
[22:41] 說話者2: QRcode。
[22:42] 說話者1: 對。
[22:44] 說話者1: 你們到時候內用有要弄QRcode嗎?
[22:47] 說話者3: 應該沒有。
[22:47] 說話者1: 沒有吧。
[22:48] 說話者3: 沒有,因為我們那幾個位置啊。
[22:49] 說話者2: 對啊,內用他就來櫃檯點就好了。
[22:51] 說話者3: 櫃檯點。
[22:52] 說話者1: 而且我覺得你們因為那個又不是說很常的來來往往的地方,你應該要增加互動性強一點,就是你要介紹比較有親切感。
[23:01] 說話者2: 對對對。
[23:02] 說話者1: 對對對。
[23:03] 說話者1: 沒錯。
[0

